year,month,day,service,operation,hour,status,sum,amount,min,max,sumsqr
2015,1,13,MemberService,FindMembersByName,10,success,142.302,28,3.236,6.777,758.25674
2015,1,13,MemberService,FindMembersByName,11,success,164.60899999999998,33,3.316,6.852,866.9515269999999
2015,1,13,MemberService,FindMembersByName,12,failure,655.927,50,5.427,18.37,9256.269553
2015,1,13,MemberService,FindMembersByName,12,success,503.757,41,5.672,18.56,6794.571534999998
2015,1,13,MemberService,FindMembersByName,13,success,625.637,85,3.96,11.44,4989.9633269999995
2015,1,13,MemberService,FindMembersByName,14,success,525.65,71,3.95,11.9,4258.05041
2015,1,13,MemberService,FindMembersByName,15,success,687.2320000000001,92,3.982,11.61,5651.570888000001
2015,1,13,MemberService,FindMembersByName,16,success,706.1829999999999,92,3.986,11.396,5811.362832999999
2015,1,13,MemberService,FindMembersByName,17,success,680.79,87,3.915,11.5,5703.469702
2015,1,13,MemberService,FindMembersByName,18,success,68.11099999999999,13,3.8,6.615,368.65385100000003
2015,1,13,MemberService,FindMembersByName,19,success,70.926,14,3.813,6.73,373.024702
2015,1,13,MemberService,FindMembersByName,20,success,88.85499999999999,18,3.119,6.687,459.438623
2015,1,13,MemberService,FindMembersByName,21,success,82.709,17,3.4,6.668,419.33718100000004
2015,1,13,MemberService,FindMembersByName,22,success,47.679,9,3.363,6.687,261.327469
2015,1,13,MemberService,FindMembersByName,23,success,76.304,13,3.32,6.924,462.8524880000001
2015,1,13,MemberService,GetMemberById,0,success,285.273,55,3.121,6.979,1553.260949
2015,1,13,MemberService,GetMemberById,1,success,219.31900000000002,44,3.11,6.618,1138.5309350000002
2015,1,13,MemberService,GetMemberById,2,success,204.01299999999998,44,3.153,6.971,1008.918615
2015,1,13,MemberService,GetMemberById,3,success,280.305,58,3.102,6.987,1414.1318849999998
2015,1,13,MemberService,GetMemberById,4,success,281.599,56,3.133,6.953,1493.9376650000002
2015,1,13,MemberService,GetMemberById,5,success,264.478,55,3.108,6.83,1341.512714
2015,1,13,MemberService,GetMemberById,6,success,550.5269999999999,112,3.1,6.971,2874.982529
2015,1,13,MemberService,GetMemberById,7,success,503.84000000000003,99,3.102,6.987,2703.5179860000003
2015,1,13,MemberService,GetMemberById,8,success,459.00200000000007,90,3.102,6.903,2445.159286
2015,1,13,MemberService,GetMemberById,9,success,478.7750000000001,93,3.128,6.955,2596.4498090000006
2015,1,13,MemberService,GetMemberById,10,success,503.616,101,3.108,6.966,2636.523948
2015,1,13,MemberService,GetMemberById,11,success,473.946,93,3.11,6.971,2541.1898660000006
2015,1,13,MemberService,GetMemberById,12,failure,2233.008,189,5.31,18.79,29076.431972
2015,1,13,MemberService,GetMemberById,12,success,1325.5149999999999,113,5.322,18.117,16904.588215
2015,1,13,MemberService,GetMemberById,13,success,2242.109,294,3.905,11.9,18524.421437
2015,1,13,MemberService,GetMemberById,14,success,2390.657,309,3.905,11.54,19857.425509
2015,1,13,MemberService,GetMemberById,15,success,2417.947,310,4.173,11.92,20419.148811
2015,1,13,MemberService,GetMemberById,16,success,2133.35,277,3.911,11.89,17754.621686
2015,1,13,MemberService,GetMemberById,17,success,2273.532,299,3.931,11.89,18685.90161
2015,1,13,MemberService,GetMemberById,18,success,332.21000000000004,63,3.191,6.955,1842.8221839999999
2015,1,13,MemberService,GetMemberById,19,success,234.00799999999998,46,3.104,6.961,1259.846914
2015,1,13,MemberService,GetMemberById,20,success,254.17999999999998,51,3.129,6.937,1316.357842
2015,1,13,MemberService,GetMemberById,21,success,219.603,44,3.238,6.65,1138.5177090000002
2015,1,13,MemberService,GetMemberById,22,success,188.806,36,3.435,6.887,1032.4662500000002
2015,1,13,MemberService,GetMemberById,23,success,220.295,45,3.252,6.9,1138.159905
2015,1,13,MemberService,updateMember,0,success,10.803,2,5.177,5.626,58.453205
2015,1,13,MemberService,updateMember,1,success,39.351,7,3.308,6.916,230.019027
2015,1,13,MemberService,updateMember,2,success,4.812,1,4.812,4.812,23.155344000000003
2015,1,13,MemberService,updateMember,3,success,26.843,6,3.633,5.7,123.164989
2015,1,13,MemberService,updateMember,4,success,19.266,4,3.175,6.594,101.19146599999999
2015,1,13,MemberService,updateMember,5,success,56.537000000000006,12,3.1,6.105,280.95472500000005
2015,1,13,MemberService,updateMember,6,success,102.398,19,3.3,6.998,583.3862680000001
2015,1,13,MemberService,updateMember,7,success,46.254000000000005,9,3.713,6.971,250.62741000000005
2015,1,13,MemberService,updateMember,8,success,51.913,10,4.22,6.993,276.017917
2015,1,13,MemberService,updateMember,9,success,76.134,15,3.227,6.57,402.47296800000004
2015,1,13,MemberService,updateMember,10,success,87.039,17,3.143,6.612,467.544103
2015,1,13,MemberService,updateMember,11,success,58.270999999999994,13,3.28,6.11,270.347413
2015,1,13,MemberService,updateMember,12,failure,322.566,26,6.173,18.62,4392.027398
2015,1,13,MemberService,updateMember,12,success,190.153,16,5.581,18.82,2542.0335649999997
2015,1,13,MemberService,updateMember,13,success,227.961,32,4.249,11.154,1750.8251109999999
2015,1,13,MemberService,updateMember,14,success,289.292,36,3.923,11.92,2502.333322
2015,1,13,MemberService,updateMember,15,success,298.443,36,4.209,11.93,2675.461951
2015,1,13,MemberService,updateMember,16,success,230.15500000000003,33,3.95,11.468,1800.2249110000002
2015,1,13,MemberService,updateMember,17,success,404.447,50,5.12,11.493,3473.7603130000007
2015,1,13,MemberService,updateMember,18,success,41.959,8,3.532,6.91,226.985611
2015,1,13,MemberService,updateMember,19,success,38.858999999999995,8,3.476,6.235,196.491283
2015,1,13,MemberService,updateMember,20,success,11.044,2,5.238,5.806,61.146280000000004
2015,1,13,MemberService,updateMember,21,success,8.427,2,3.835,4.592,35.79368899999999
2015,1,13,MemberService,updateMember,22,success,29.805,7,3.112,4.85,128.994471
2015,1,13,MemberService,updateMember,23,success,40.419000000000004,8,3.734,6.719,212.57442700000001
2015,1,14,AccountService,GetAccountDetail,0,success,218.22699999999998,43,3.135,6.865,1156.331297
2015,1,14,AccountService,GetAccountDetail,1,success,181.976,35,3.234,6.955,999.4991740000002
2015,1,14,AccountService,GetAccountDetail,2,success,234.20999999999998,44,3.316,6.961,1299.423862
2015,1,14,AccountService,GetAccountDetail,3,success,232.97700000000003,45,3.213,7,1282.941791
2015,1,14,AccountService,GetAccountDetail,4,success,203.159,42,3.129,7,1047.671529
2015,1,14,AccountService,GetAccountDetail,5,success,192.263,38,3.269,6.955,1027.0839290000001
2015,1,14,AccountService,GetAccountDetail,6,success,454.312,86,3.137,6.968,2493.5792340000003
2015,1,14,AccountService,GetAccountDetail,7,success,355.771,71,3.104,6.996,1869.6701009999997
2015,1,14,AccountService,GetAccountDetail,8,success,364.51700000000005,71,3.2,6.862,1937.0432290000003
2015,1,14,AccountService,GetAccountDetail,9,success,269.548,53,3.157,6.995,1426.9098
2015,1,14,AccountService,GetAccountDetail,10,success,344.46599999999995,67,3.121,6.939,1865.2275160000002
2015,1,14,AccountService,GetAccountDetail,11,success,282.98699999999997,57,3.145,6.77,1481.5277190000002
2015,1,14,AccountService,GetAccountDetail,12,failure,1878.672,153,5.371,18.91,25448.877977999997
2015,1,14,AccountService,GetAccountDetail,12,success,987.8149999999999,86,5.564,18.475,12612.378577
2015,1,14,AccountService,GetAccountDetail,13,success,1677.0579999999998,219,3.903,11.98,13964.364708
2015,1,14,AccountService,GetAccountDetail,14,success,1556.295,204,3.907,11.461,12822.465391
2015,1,14,AccountService,GetAccountDetail,15,success,1713.777,217,3.903,11.9,14669.777519000001
2015,1,14,AccountService,GetAccountDetail,16,success,1532.4110000000003,207,3.968,11.69,12245.894829
2015,1,14,AccountService,GetAccountDetail,17,success,1822.544,238,3.903,11.8,15103.667378000002
2015,1,14,AccountService,GetAccountDetail,18,success,203.05199999999996,40,3.175,6.68,1066.539282
2015,1,14,AccountService,GetAccountDetail,19,success,188.75,38,3.25,6.881,983.1180260000001
2015,1,14,AccountService,GetAccountDetail,20,success,127.513,23,3.465,6.927,736.3718569999999
2015,1,14,AccountService,GetAccountDetail,21,success,219.494,42,3.121,6.905,1204.5563080000002
2015,1,14,AccountService,GetAccountDetail,22,success,150.49200000000002,30,3.124,6.948,789.686144
2015,1,14,AccountService,GetAccountDetail,23,success,214.12800000000001,44,3.112,6.549,1097.454096
2015,1,14,AccountService,GetAccounts,0,success,113.813,22,3.215,6.613,617.117461
2015,1,14,AccountService,GetAccounts,1,success,82.831,15,3.789,6.98,473.62730500000004
2015,1,14,AccountService,GetAccounts,2,success,101.643,19,3.229,6.89,572.5017310000001
2015,1,14,AccountService,GetAccounts,3,success,109.11200000000001,22,3.185,6.963,572.285748
2015,1,14,AccountService,GetAccounts,4,success,64.036,12,3.495,6.921,352.39610400000004
2015,1,14,AccountService,GetAccounts,5,success,121.63799999999999,24,3.153,6.934,652.2381380000002
2015,1,14,AccountService,GetAccounts,6,success,208.27000000000004,39,3.16,6.945,1170.8074219999999
2015,1,14,AccountService,GetAccounts,7,success,162.32300000000004,35,3.129,6.6,788.8329309999999
2015,1,14,AccountService,GetAccounts,8,success,185.50099999999998,36,3.151,6.97,996.9661530000001
2015,1,14,AccountService,GetAccounts,9,success,140.537,28,3.229,6.919,741.399627
2015,1,14,AccountService,GetAccounts,10,success,192.89199999999997,38,3.207,6.921,1039.351214
2015,1,14,AccountService,GetAccounts,11,success,217.11,43,3.117,6.918,1144.549374
2015,1,14,AccountService,GetAccounts,12,failure,725.603,62,5.601,18.265,9235.148670999999
2015,1,14,AccountService,GetAccounts,12,success,497.46900000000005,38,5.552,18.486,7066.328594999999
2015,1,14,AccountService,GetAccounts,13,success,658.491,84,3.909,11.9,5578.165223
2015,1,14,AccountService,GetAccounts,14,success,769.1029999999998,97,3.939,11.6,6599.087667
2015,1,14,AccountService,GetAccounts,15,success,723.219,93,3.954,11.493,6163.453093
2015,1,14,AccountService,GetAccounts,16,success,979.5330000000001,123,3.902,11.6,8435.006132999999
2015,1,14,AccountService,GetAccounts,17,success,850.649,112,3.907,11.49,7069.072845000001
2015,1,14,AccountService,GetAccounts,18,success,95.572,18,3.16,6.956,532.556196
2015,1,14,AccountService,GetAccounts,19,success,86.19500000000001,17,3.306,6.714,464.804741
2015,1,14,AccountService,GetAccounts,20,success,104.654,21,3.167,6.875,555.3880260000001
2015,1,14,AccountService,GetAccounts,21,success,97.552,19,3.106,6.964,524.930116
2015,1,14,AccountService,GetAccounts,22,success,72.622,15,3.27,6.652,368.4329220000001
2015,1,14,AccountService,GetAccounts,23,success,93.25399999999999,21,3.104,6.843,443.113788
2015,1,14,AccountService,TransferFunds,0,success,48.581,9,3.55,6.887,277.323395
2015,1,14,AccountService,TransferFunds,1,success,26.07,5,4.173,6.307,139.04156600000002
2015,1,14,AccountService,TransferFunds,2,success,29.826,6,3.227,6.519,155.56013600000003
2015,1,14,AccountService,TransferFunds,3,success,17.948,4,3.54,6.203,84.929742
2015,1,14,AccountService,TransferFunds,4,success,46.738,10,3.278,6.996,232.348374
2015,1,14,AccountService,TransferFunds,5,success,44.342,8,3.171,6.998,263.898284
2015,1,14,AccountService,TransferFunds,6,success,55.230000000000004,11,3.524,6.418,284.031152
2015,1,14,AccountService,TransferFunds,7,success,79.804,14,3.429,6.94,474.72906400000005
2015,1,14,AccountService,TransferFunds,8,success,65.60600000000001,15,3.121,6.403,304.747792
2015,1,14,AccountService,TransferFunds,9,success,91.946,19,3.205,6.841,466.659712
2015,1,14,AccountService,TransferFunds,10,success,57.208000000000006,12,3.394,6.629,287.527592
2015,1,14,AccountService,TransferFunds,11,success,69.404,12,3.815,6.86,410.31050400000004
2015,1,14,AccountService,TransferFunds,12,failure,306.53100000000006,25,5.875,18.8,4167.034985
2015,1,14,AccountService,TransferFunds,12,success,267.015,22,6.811,18.455,3562.0206850000004
2015,1,14,AccountService,TransferFunds,13,success,372.72200000000004,44,4.16,11.464,3334.0783739999997
2015,1,14,AccountService,TransferFunds,14,success,289.9150000000001,35,3.986,11.42,2595.206569
2015,1,14,AccountService,TransferFunds,15,success,311.189,39,4.492,11.41,2659.6173350000004
2015,1,14,AccountService,TransferFunds,16,success,258.91200000000003,35,4.117,11.48,2108.566846
2015,1,14,AccountService,TransferFunds,17,success,287.51,38,4.325,11.8,2400.624336
2015,1,14,AccountService,TransferFunds,18,success,44.425,8,4.282,6.892,250.927735
2015,1,14,AccountService,TransferFunds,19,success,4.113,1,4.113,4.113,16.916769000000002
2015,1,14,AccountService,TransferFunds,20,success,37.658,7,3.265,6.45,210.661492
2015,1,14,AccountService,TransferFunds,21,success,32.056000000000004,8,3.177,4.75,130.70163200000002
2015,1,14,AccountService,TransferFunds,22,success,41.647999999999996,7,4.435,6.794,251.74373599999996
2015,1,14,AccountService,TransferFunds,23,success,33.805,7,3.112,6.57,175.78577099999998
2015,1,14,MemberService,FindMembersByName,0,success,106.235,20,3.51,6.705,582.7156110000001
2015,1,14,MemberService,FindMembersByName,1,success,50.098000000000006,10,3.724,6.724,257.00496
2015,1,14,MemberService,FindMembersByName,2,success,79.5,15,3.451,6.732,438.791782
2015,1,14,MemberService,FindMembersByName,3,success,83.75300000000001,17,3.324,6.705,423.817389
2015,1,14,MemberService,FindMembersByName,4,success,85.848,19,3.14,6.911,418.48425399999996
2015,1,14,MemberService,FindMembersByName,5,success,97.357,18,3.455,6.993,552.756071
2015,1,14,MemberService,FindMembersByName,6,success,194.95100000000002,39,3.121,6.873,1039.716769
2015,1,14,MemberService,FindMembersByName,7,success,203.164,40,3.393,6.956,1078.908304
2015,1,14,MemberService,FindMembersByName,8,success,236.623,47,3.2,6.811,1246.313413
2015,1,14,MemberService,FindMembersByName,9,success,146.07799999999997,33,3.195,6.464,680.8133120000001
2015,1,14,MemberService,FindMembersByName,10,success,185.471,36,3.1,6.982,1003.440607
2015,1,14,MemberService,FindMembersByName,11,success,159.46099999999998,34,3.114,6.591,783.701353
2015,1,14,MemberService,FindMembersByName,12,failure,1027.203,89,5.496,18.153,13063.915247
2015,1,14,MemberService,FindMembersByName,12,success,523.883,45,5.538,17.538,6692.945531
2015,1,14,MemberService,FindMembersByName,13,success,849.4950000000001,103,3.922,11.497,7463.488735
2015,1,14,MemberService,FindMembersByName,14,success,802.8860000000001,109,3.934,11.446,6389.941554000001
2015,1,14,MemberService,FindMembersByName,15,success,846.2350000000001,109,3.972,11.381,7094.678986999999
2015,1,14,MemberService,FindMembersByName,16,success,756.0330000000001,92,3.95,11.9,6697.900383
2015,1,14,MemberService,FindMembersByName,17,success,764.3580000000001,100,3.905,11.403,6287.022553999999
2015,1,14,MemberService,FindMembersByName,18,success,152.82,30,3.265,6.919,820.59573
2015,1,14,MemberService,FindMembersByName,19,success,64.69000000000001,13,3.6,6.942,337.69694400000003
2015,1,14,MemberService,FindMembersByName,20,success,89.072,18,3.123,6.777,461.67647999999997
2015,1,14,MemberService,FindMembersByName,21,success,72.36,15,3.125,6.724,370.0338760000001
2015,1,14,MemberService,FindMembersByName,22,success,83.81400000000001,16,3.16,6.631,459.71190799999994
2015,1,14,MemberService,FindMembersByName,23,success,42.589999999999996,10,3.124,6.612,195.169172
2015,1,14,MemberService,GetMemberById,0,success,334.779,64,3.102,6.953,1821.950471
2015,1,14,MemberService,GetMemberById,1,success,283.55100000000004,57,3.117,6.944,1486.296833
2015,1,14,MemberService,GetMemberById,2,success,299.77500000000003,57,3.153,6.996,1650.4160790000003
2015,1,14,MemberService,GetMemberById,3,success,352.68899999999996,71,3.119,6.944,1842.6648970000003
2015,1,14,MemberService,GetMemberById,4,success,315.23400000000004,62,3.102,6.974,1678.854734
2015,1,14,MemberService,GetMemberById,5,success,436.024,85,3.1,6.927,2370.0926740000004
2015,1,14,MemberService,GetMemberById,6,success,635.16,125,3.165,6.995,3381.060938
2015,1,14,MemberService,GetMemberById,7,success,627.858,124,3.116,6.99,3346.1636759999997
2015,1,14,MemberService,GetMemberById,8,success,661.864,131,3.117,6.92,3507.3127860000004
2015,1,14,MemberService,GetMemberById,9,success,661.655,132,3.104,6.99,3514.7219909999994
2015,1,14,MemberService,GetMemberById,10,success,602.455,120,3.161,6.974,3165.3142430000003
2015,1,14,MemberService,GetMemberById,11,success,664.2670000000002,129,3.215,6.971,3564.5049010000002
2015,1,14,MemberService,GetMemberById,12,failure,2673.786,225,5.511,18.9,35007.628962
2015,1,14,MemberService,GetMemberById,12,success,1854.3160000000003,155,5.314,18.96,24649.45227
2015,1,14,MemberService,GetMemberById,13,success,2959.465,379,3.915,11.96,25031.878057
2015,1,14,MemberService,GetMemberById,14,success,2911.9670000000006,384,3.919,11.89,23963.740969000002
2015,1,14,MemberService,GetMemberById,15,success,2756.246,359,3.917,11.83,22977.085181999995
2015,1,14,MemberService,GetMemberById,16,success,2967.93,386,3.913,11.99,24566.269368
2015,1,14,MemberService,GetMemberById,17,success,2574.969,331,3.918,11.99,21608.787729
2015,1,14,MemberService,GetMemberById,18,success,371.918,72,3.217,6.892,1999.717738
2015,1,14,MemberService,GetMemberById,19,success,341.029,69,3.117,6.822,1773.9011249999999
2015,1,14,MemberService,GetMemberById,20,success,334.598,67,3.203,6.89,1752.6215980000002
2015,1,14,MemberService,GetMemberById,21,success,306.21799999999996,60,3.12,6.98,1644.63445
2015,1,14,MemberService,GetMemberById,22,success,290.752,57,3.231,6.836,1541.974716
2015,1,14,MemberService,GetMemberById,23,success,339.572,69,3.125,6.99,1757.399516
2015,1,14,MemberService,updateMember,0,success,12.944,3,3.518,5.692,58.717944
2015,1,14,MemberService,updateMember,1,success,55.75300000000001,12,3.209,6.461,270.98805300000004
2015,1,14,MemberService,updateMember,2,success,61.847,12,3.443,6.905,335.05679900000007
2015,1,14,MemberService,updateMember,3,success,67.663,13,3.752,6.793,363.617145
2015,1,14,MemberService,updateMember,4,success,70.465,13,3.219,6.705,392.78048900000005
2015,1,14,MemberService,updateMember,5,success,57.626999999999995,11,3.561,6.96,316.14181700000006
2015,1,14,MemberService,updateMember,6,success,103.42699999999999,19,3.54,6.91,579.956165
2015,1,14,MemberService,updateMember,7,success,75.55499999999999,16,3.342,6.8,381.545151
2015,1,14,MemberService,updateMember,8,success,47.287,10,3.425,5.945,232.60631899999998
2015,1,14,MemberService,updateMember,9,success,77.395,16,3.233,6.902,396.45248899999996
2015,1,14,MemberService,updateMember,10,success,93.985,18,3.397,6.867,514.473107
2015,1,14,MemberService,updateMember,11,success,91.209,19,3.461,6.884,458.995501
2015,1,14,MemberService,updateMember,12,failure,394.59000000000003,28,8.92,18.47,5787.743536000001
2015,1,14,MemberService,updateMember,12,success,271.07399999999996,21,5.463,18.411,3821.5457619999997
2015,1,14,MemberService,updateMember,13,success,400.766,53,3.972,11.475,3290.6878080000006
2015,1,14,MemberService,updateMember,14,success,396.40299999999996,55,3.976,11.9,3114.074999
2015,1,14,MemberService,updateMember,15,success,379.20400000000006,50,4.153,11.414,3141.7058239999997
2015,1,14,MemberService,updateMember,16,success,320.15799999999996,43,4.15,11.484,2570.8213680000003
2015,1,14,MemberService,updateMember,17,success,472.74800000000005,59,4.12,11.355,4104.073352
2015,1,14,MemberService,updateMember,18,success,40.65,8,3.71,6.594,214.525556
2015,1,14,MemberService,updateMember,19,success,51.17,10,3.31,6.91,275.618684
2015,1,14,MemberService,updateMember,20,success,59.303000000000004,12,3.643,6.599,300.774783
2015,1,14,MemberService,updateMember,21,success,82.491,15,3.12,6.971,478.3143590000001
2015,1,14,MemberService,updateMember,22,success,44.657000000000004,8,3.718,6.968,259.38871700000004
2015,1,14,MemberService,updateMember,23,success,28.639,5,3.839,6.495,168.797159
2015,1,15,AccountService,GetAccountDetail,0,success,99.957,20,3.445,6.913,527.724903
2015,1,15,AccountService,GetAccountDetail,1,success,178.83799999999997,34,3.296,6.985,978.79141
2015,1,15,AccountService,GetAccountDetail,2,success,140.77700000000002,29,3.262,6.892,718.212875
2015,1,15,AccountService,GetAccountDetail,3,success,157.46199999999996,31,3.185,6.897,844.4607699999999
2015,1,15,AccountService,GetAccountDetail,4,success,160.067,29,3.44,6.995,911.2668850000001
2015,1,15,AccountService,GetAccountDetail,5,success,147.474,29,3.201,6.706,782.1535560000001
2015,1,15,AccountService,GetAccountDetail,6,success,293.394,60,3.209,6.985,1515.35238
2015,1,15,AccountService,GetAccountDetail,7,success,353.693,69,3.117,6.992,1897.0409650000004
2015,1,15,AccountService,GetAccountDetail,8,success,226.633,44,3.155,6.966,1227.0460830000002
2015,1,15,AccountService,GetAccountDetail,9,success,240.77500000000003,52,3.125,6.92,1188.0015429999999
2015,1,15,AccountService,GetAccountDetail,10,success,244.145,47,3.108,6.998,1342.3642989999998
2015,1,15,AccountService,GetAccountDetail,11,success,227.43699999999998,47,3.11,6.974,1166.5635849999999
2015,1,15,AccountService,GetAccountDetail,12,failure,1165.011,95,5.351,18.53,15662.946394999999
2015,1,15,AccountService,GetAccountDetail,12,success,998.53,85,5.319,18.42,13364.241754
2015,1,15,AccountService,GetAccountDetail,13,success,1256.893,163,3.903,11.404,10435.471624999998
2015,1,15,AccountService,GetAccountDetail,14,success,1420.6750000000002,192,3.944,11.96,11473.081485
2015,1,15,AccountService,GetAccountDetail,15,success,1185.5169999999998,159,3.901,11.212,9491.433180999999
2015,1,15,AccountService,GetAccountDetail,16,success,1341.4429999999998,165,3.983,11.9,11738.008365
2015,1,15,AccountService,GetAccountDetail,17,success,1457.7700000000002,189,3.931,11.66,12172.961484
2015,1,15,AccountService,GetAccountDetail,18,success,118.25699999999999,23,3.143,6.984,640.4520789999999
2015,1,15,AccountService,GetAccountDetail,19,success,137.308,27,3.14,6.944,731.0065320000001
2015,1,15,AccountService,GetAccountDetail,20,success,160.072,29,3.627,6.952,914.756402
2015,1,15,AccountService,GetAccountDetail,21,success,116.58400000000002,23,3.2,6.799,618.140244
2015,1,15,AccountService,GetAccountDetail,22,success,154.067,30,3.52,6.663,818.379291
2015,1,15,AccountService,GetAccountDetail,23,success,149.57500000000002,32,3.236,6.775,739.214115
2015,1,15,AccountService,GetAccounts,0,success,66.143,15,3.32,6.339,306.41883500000006
2015,1,15,AccountService,GetAccounts,1,success,64.316,13,3.2,6.48,330.00567600000005
2015,1,15,AccountService,GetAccounts,2,success,86.957,18,3.288,6.75,437.91546500000004
2015,1,15,AccountService,GetAccounts,3,success,55.946,12,3.149,6.905,279.999804
2015,1,15,AccountService,GetAccounts,4,success,48.126,10,3.5,6.746,242.332816
2015,1,15,AccountService,GetAccounts,5,success,96.862,20,3.306,6.948,503.001398
2015,1,15,AccountService,GetAccounts,6,success,130.94299999999998,27,3.133,6.871,667.3851530000001
2015,1,15,AccountService,GetAccounts,7,success,162.30599999999998,32,3.276,6.993,874.392508
2015,1,15,AccountService,GetAccounts,8,success,161.472,31,3.492,6.891,873.4723339999998
2015,1,15,AccountService,GetAccounts,9,success,154.308,31,3.258,6.844,810.3878000000001
2015,1,15,AccountService,GetAccounts,10,success,116.60399999999998,23,3.221,6.815,619.4677720000001
2015,1,15,AccountService,GetAccounts,11,success,169.901,34,3.149,6.929,894.521861
2015,1,15,AccountService,GetAccounts,12,failure,684.958,57,5.549,18.335,9061.569988000001
2015,1,15,AccountService,GetAccounts,12,success,390.349,32,5.931,17.9,5260.217457
2015,1,15,AccountService,GetAccounts,13,success,514.084,67,3.903,11.323,4267.184232
2015,1,15,AccountService,GetAccounts,14,success,605.8710000000001,80,3.909,11.378,5001.950473000001
2015,1,15,AccountService,GetAccounts,15,success,602.565,78,3.986,11.481,5065.686125
2015,1,15,AccountService,GetAccounts,16,success,708.6840000000001,89,4.144,11.67,6090.2787260000005
2015,1,15,AccountService,GetAccounts,17,success,480.174,65,4.12,11.465,3775.987744
2015,1,15,AccountService,GetAccounts,18,success,94.22999999999999,17,3.282,6.927,540.8275580000001
2015,1,15,AccountService,GetAccounts,19,success,49.547,10,3.181,6.485,256.410549
2015,1,15,AccountService,GetAccounts,20,success,96.273,19,3.207,6.607,510.17482900000005
2015,1,15,AccountService,GetAccounts,21,success,29.212000000000003,6,3.54,6.679,149.862012
2015,1,15,AccountService,GetAccounts,22,success,85.315,17,3.197,6.916,453.39196899999996
2015,1,15,AccountService,GetAccounts,23,success,59.821000000000005,13,3.345,6.48,286.885575
2015,1,15,AccountService,TransferFunds,0,success,31.023,8,3.161,5.544,124.57129499999999
2015,1,15,AccountService,TransferFunds,1,success,47.453,9,3.306,6.783,265.563099
2015,1,15,AccountService,TransferFunds,2,success,29.594,5,3.378,6.801,183.33169800000002
2015,1,15,AccountService,TransferFunds,3,success,28.876,5,3.628,6.814,173.724014
2015,1,15,AccountService,TransferFunds,4,success,10.361,2,3.895,6.466,56.980181
2015,1,15,AccountService,TransferFunds,5,success,21.105,5,3.32,5.605,92.797087
2015,1,15,AccountService,TransferFunds,6,success,64.433,13,3.125,6.879,339.41973100000007
2015,1,15,AccountService,TransferFunds,7,success,54.499,11,3.4,6.955,286.141779
2015,1,15,AccountService,TransferFunds,8,success,61.516999999999996,13,3.237,6.602,308.383663
2015,1,15,AccountService,TransferFunds,9,success,42.622,9,3.443,6.621,214.270852
2015,1,15,AccountService,TransferFunds,10,success,47.645999999999994,9,4.402,6.75,256.29417
2015,1,15,AccountService,TransferFunds,11,success,44.114999999999995,8,4.447,6.506,246.066819
2015,1,15,AccountService,TransferFunds,12,failure,102.951,9,6.28,18.24,1373.931635
2015,1,15,AccountService,TransferFunds,12,success,171.214,14,6.158,16.896,2258.390534
2015,1,15,AccountService,TransferFunds,13,success,184.289,23,3.988,11.461,1564.4565269999998
2015,1,15,AccountService,TransferFunds,14,success,205.34,27,3.906,11.96,1717.5203200000003
2015,1,15,AccountService,TransferFunds,15,success,248.29000000000002,34,3.97,10.792,1950.390442
2015,1,15,AccountService,TransferFunds,16,success,294.09499999999997,38,4.189,11.393,2429.308983
2015,1,15,AccountService,TransferFunds,17,success,263.108,31,5.608,11.47,2334.9874800000002
2015,1,15,AccountService,TransferFunds,18,success,52.083,9,4.197,6.745,306.44373700000006
2015,1,15,AccountService,TransferFunds,19,success,29.43,6,3.877,6.294,148.06595
2015,1,15,AccountService,TransferFunds,20,success,43.386,10,3.326,6.509,197.84480000000002
2015,1,15,AccountService,TransferFunds,21,success,28.584000000000003,5,3.312,6.916,172.59872000000001
2015,1,15,AccountService,TransferFunds,22,success,35.732,7,3.531,6.418,190.78902399999998
2015,1,15,AccountService,TransferFunds,23,success,13.561,3,3.266,5.655,64.175381
2015,1,15,MemberService,FindMembersByName,0,success,83.42500000000001,15,3.534,6.993,483.714699
2015,1,15,MemberService,FindMembersByName,1,success,55.57599999999999,12,3.488,6.484,269.863936
2015,1,15,MemberService,FindMembersByName,2,success,51.066,11,3.5,6.985,251.18186400000005
2015,1,15,MemberService,FindMembersByName,3,success,42.175,9,3.383,6.437,209.760837
2015,1,15,MemberService,FindMembersByName,4,success,72.33600000000001,13,4.224,6.985,414.79154400000004
2015,1,15,MemberService,FindMembersByName,5,success,49.212,11,3.1,6.514,237.41858200000001
2015,1,15,MemberService,FindMembersByName,6,success,209.24099999999999,42,3.223,6.952,1095.016819
2015,1,15,MemberService,FindMembersByName,7,success,177.425,35,3.14,6.746,948.1195430000001
2015,1,15,MemberService,FindMembersByName,8,success,141.30999999999997,27,3.1,6.897,775.4127540000001
2015,1,15,MemberService,FindMembersByName,9,success,132.096,27,3.322,6.564,676.5493280000001
2015,1,15,MemberService,FindMembersByName,10,success,180.25,35,3.175,6.964,980.2229020000002
2015,1,15,MemberService,FindMembersByName,11,success,172.821,34,3.139,6.878,923.3088150000001
2015,1,15,MemberService,FindMembersByName,12,failure,722.9169999999999,62,5.305,18.155,9312.400171000001
2015,1,15,MemberService,FindMembersByName,12,success,511.48900000000003,39,5.5,18.38,7255.341201
2015,1,15,MemberService,FindMembersByName,13,success,684.5559999999999,87,4.168,11.455,5785.9128359999995
